Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [GBIF Taxonomy],Characteristics [Open Tree Taxonomy],Characteristics [Description],Characteristics [Basis of Record],Characteristics [Voucher Specimen],Experimental Condition [Collector],Experimental Condition [Collection Date],Experimental Condition [Identified By],Characteristics [Geodetic.datum],Characteristics [Latitude],Characteristics [Longitude],Characteristics [Elevation],Characteristics [Coordinate Precision],Protocol REF,Experimental Condition [Microscope],Experimental Condition [Microscope Instrument],Experimental Condition [Microscope Contrast Method],Experimental Condition [Microscope Magnification],Experimental Condition [Microscope Objective],Comment [Image File],Comment [Multi-Focus Image Fusion Stack],Comment [Image Stitching Stack],Phenotype,Phenotype Term Accession
Scapania paludicola,IMG_4621 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4621 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4622 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4622 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4623 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4623 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4624 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4624 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4625 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4625 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4626 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4626 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4627 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4627 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4628 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4628 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4629 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4629 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4630 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4630 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4631 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4631 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4632 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4632 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4633 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4633 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4634 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4634 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4635 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4635 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4636 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4636 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4637 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4637 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4638 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4638 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4639 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4639 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4640 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4640 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4641 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4641 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4642 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4642 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4643 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4643 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4644 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4644 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4645 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4645 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4646 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4646 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4647 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4647 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4648 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4648 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4649 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4649 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4650 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4650 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4651 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4651 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4652 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4652 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4653 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4653 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4654 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4654 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4655 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4655 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4656 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4656 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4657 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4657 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4658 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4658 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
Scapania paludicola,IMG_4659 Scapania paludicola antical lobe leaf apex (40x).ome.ome.tifff,Scapania paludicola Loeske & Müll.Frib.,NCBI Taxon,NCBI:209818,GBIF:4277131,OTT:245460,antical lobe leaf apex,Preserved Specimen,Urmi-3307,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_4659 Scapania paludicola antical lobe leaf apex (40x),IMG_4592-4672 Scapania paludicola antical lobe leaf apex (40x),round cell,CMPU_0000118
